#Index	dataset	original symbol	original locus	cutting site	new symbol	new locus
33183	EKO-NALM6_PMID29038160	LOC100287877	chr1:5769071-5769170:+	5769120	NA	NA
33184	EKO-NALM6_PMID29038160	LOC100287877	chr1:5772021-5772120:-	5772071	NA	NA
33185	EKO-NALM6_PMID29038160	LOC100287877	chr1:5772051-5772150:-	5772101	NA	NA
33186	EKO-NALM6_PMID29038160	LOC100287877	chr1:5772077-5772176:-	5772127	NA	NA
33187	EKO-NALM6_PMID29038160	LOC100287877	chr1:5772107-5772206:-	5772157	NA	NA
33188	EKO-NALM6_PMID29038160	LOC100287877	chr1:5772131-5772230:-	5772181	NA	NA
33189	EKO-NALM6_PMID29038160	LOC100287877	chr1:5772161-5772260:+	5772210	NA	NA
33269	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326532-6326631:+	6326581	ACOT7	chr1:6275566-6453458:-
33270	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326548-6326647:+	6326597	ACOT7	chr1:6275566-6453458:-
33271	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326560-6326659:-	6326610	ACOT7	chr1:6275566-6453458:-
33272	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326592-6326691:-	6326642	ACOT7	chr1:6275566-6453458:-
33273	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326627-6326726:+	6326676	ACOT7	chr1:6275566-6453458:-
33274	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326669-6326768:+	6326718	ACOT7	chr1:6275566-6453458:-
33275	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326714-6326813:+	6326763	ACOT7	chr1:6275566-6453458:-
33276	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326745-6326844:+	6326794	ACOT7	chr1:6275566-6453458:-
33277	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326767-6326866:+	6326816	ACOT7	chr1:6275566-6453458:-
33278	EKO-NALM6_PMID29038160	LOC100130071	chr1:6326788-6326887:-	6326838	ACOT7	chr1:6275566-6453458:-
33534	EKO-NALM6_PMID29038160	MIR34A	chr1:9242064-9242163:-	9242114	NA	NA
33535	EKO-NALM6_PMID29038160	MIR34A	chr1:9242080-9242179:-	9242130	NA	NA
33536	EKO-NALM6_PMID29038160	MIR34A	chr1:9242101-9242200:-	9242151	NA	NA
33537	EKO-NALM6_PMID29038160	MIR34A	chr1:9242121-9242220:-	9242171	NA	NA
33538	EKO-NALM6_PMID29038160	MIR34A	chr1:9242170-9242269:+	9242219	NA	NA
33539	EKO-NALM6_PMID29038160	MIR34A	chr1:9242191-9242290:-	9242241	NA	NA
33540	EKO-NALM6_PMID29038160	MIR34A	chr1:9242221-9242320:+	9242270	NA	NA
33541	EKO-NALM6_PMID29038160	MIR34A	chr1:9242233-9242332:-	9242283	NA	NA
33542	EKO-NALM6_PMID29038160	MIR34A	chr1:9242248-9242347:-	9242298	NA	NA
33543	EKO-NALM6_PMID29038160	MIR34A	chr1:9242287-9242386:+	9242336	NA	NA
33569	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636496-9636595:-	9636546	SLC25A33	chr1:9599750-9642558:+
33570	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636537-9636636:+	9636586	SLC25A33	chr1:9599750-9642558:+
33571	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636582-9636681:+	9636631	SLC25A33	chr1:9599750-9642558:+
33572	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636597-9636696:+	9636646	SLC25A33	chr1:9599750-9642558:+
33573	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636598-9636697:-	9636648	SLC25A33	chr1:9599750-9642558:+
33574	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636635-9636734:+	9636684	SLC25A33	chr1:9599750-9642558:+
33575	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636661-9636760:+	9636710	SLC25A33	chr1:9599750-9642558:+
33576	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636736-9636835:+	9636785	SLC25A33	chr1:9599750-9642558:+
33577	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636740-9636839:-	9636790	SLC25A33	chr1:9599750-9642558:+
33578	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636793-9636892:-	9636843	SLC25A33	chr1:9599750-9642558:+
33579	EKO-NALM6_PMID29038160	RPL9P11	chr1:9636806-9636905:+	9636855	SLC25A33	chr1:9599750-9642558:+
33595	EKO-NALM6_PMID29038160	C1orf200	chr1:9713837-9713936:+	9713886	NA	NA
33596	EKO-NALM6_PMID29038160	C1orf200	chr1:9713852-9713951:-	9713902	NA	NA
33597	EKO-NALM6_PMID29038160	C1orf200	chr1:9713904-9714003:+	9713953	NA	NA
33598	EKO-NALM6_PMID29038160	C1orf200	chr1:9713928-9714027:+	9713977	NA	NA
33599	EKO-NALM6_PMID29038160	C1orf200	chr1:9714241-9714340:-	9714291	NA	NA
33600	EKO-NALM6_PMID29038160	C1orf200	chr1:9714270-9714369:-	9714320	NA	NA
33601	EKO-NALM6_PMID29038160	C1orf200	chr1:9714322-9714421:-	9714372	NA	NA
33602	EKO-NALM6_PMID29038160	C1orf200	chr1:9714360-9714459:-	9714410	NA	NA
33603	EKO-NALM6_PMID29038160	C1orf200	chr1:9714402-9714501:+	9714451	NA	NA
33604	EKO-NALM6_PMID29038160	C1orf200	chr1:9714423-9714522:+	9714472	NA	NA
33625	EKO-NALM6_PMID29038160	FLJ16126	chr1:9887907-9888006:+	9887956	NA	NA
33626	EKO-NALM6_PMID29038160	FLJ16126	chr1:9887912-9888011:-	9887962	NA	NA
33627	EKO-NALM6_PMID29038160	FLJ16126	chr1:9887939-9888038:-	9887989	NA	NA
33628	EKO-NALM6_PMID29038160	FLJ16126	chr1:9887986-9888085:+	9888035	NA	NA
33629	EKO-NALM6_PMID29038160	FLJ16126	chr1:9888028-9888127:+	9888077	NA	NA
33630	EKO-NALM6_PMID29038160	FLJ16126	chr1:9888059-9888158:-	9888109	NA	NA
33631	EKO-NALM6_PMID29038160	FLJ16126	chr1:9888087-9888186:-	9888137	NA	NA
33632	EKO-NALM6_PMID29038160	FLJ16126	chr1:9888120-9888219:-	9888170	NA	NA
33633	EKO-NALM6_PMID29038160	FLJ16126	chr1:9888147-9888246:-	9888197	NA	NA
33634	EKO-NALM6_PMID29038160	FLJ16126	chr1:9888213-9888312:+	9888262	NA	NA
33898	EKO-NALM6_PMID29038160	C1orf167	chr1:11825878-11825977:+	11825927	NA	NA
33899	EKO-NALM6_PMID29038160	C1orf167	chr1:11825917-11826016:+	11825966	NA	NA
33900	EKO-NALM6_PMID29038160	C1orf167	chr1:11825942-11826041:+	11825991	NA	NA
33901	EKO-NALM6_PMID29038160	C1orf167	chr1:11825972-11826071:-	11826022	NA	NA
33902	EKO-NALM6_PMID29038160	C1orf167	chr1:11826131-11826230:+	11826180	NA	NA
33903	EKO-NALM6_PMID29038160	C1orf167	chr1:11826210-11826309:+	11826259	NA	NA
33904	EKO-NALM6_PMID29038160	C1orf167	chr1:11826240-11826339:+	11826289	NA	NA
33905	EKO-NALM6_PMID29038160	C1orf167	chr1:11826326-11826425:+	11826375	NA	NA
33906	EKO-NALM6_PMID29038160	C1orf167	chr1:11826396-11826495:+	11826445	NA	NA
33907	EKO-NALM6_PMID29038160	C1orf167	chr1:11826428-11826527:+	11826477	NA	NA
33908	EKO-NALM6_PMID29038160	C1orf167	chr1:11844272-11844371:+	11844321	NA	NA
33909	EKO-NALM6_PMID29038160	C1orf167	chr1:11844293-11844392:+	11844342	NA	NA
33910	EKO-NALM6_PMID29038160	C1orf167	chr1:11844318-11844417:+	11844367	NA	NA
33911	EKO-NALM6_PMID29038160	C1orf167	chr1:11844490-11844589:+	11844539	NA	NA
33912	EKO-NALM6_PMID29038160	C1orf167	chr1:11844512-11844611:+	11844561	NA	NA
33913	EKO-NALM6_PMID29038160	C1orf167	chr1:11845188-11845287:+	11845237	NA	NA
33914	EKO-NALM6_PMID29038160	C1orf167	chr1:11848266-11848365:+	11848315	NA	NA
33915	EKO-NALM6_PMID29038160	C1orf167	chr1:11848327-11848426:+	11848376	NA	NA
33916	EKO-NALM6_PMID29038160	C1orf167	chr1:11848695-11848794:+	11848744	NA	NA
33917	EKO-NALM6_PMID29038160	C1orf167	chr1:11849404-11849503:+	11849453	NA	NA
34137	EKO-NALM6_PMID29038160	LOC729356	chr1:12987787-12987886:+	12987836	NA	NA
34140	EKO-NALM6_PMID29038160	LOC729356	chr1:12987904-12988003:+	12987953	NA	NA
34142	EKO-NALM6_PMID29038160	LOC729356	chr1:12987959-12988058:+	12988008	NA	NA
34143	EKO-NALM6_PMID29038160	LOC729356	chr1:12987973-12988072:-	12988023	NA	NA
34146	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13182963-13183062:-	13183013	NA	NA
34147	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13182985-13183084:-	13183035	NA	NA
34148	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13183105-13183204:-	13183155	NA	NA
34149	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13183299-13183398:-	13183349	NA	NA
34150	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13183383-13183482:+	13183432	NA	NA
34151	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13183519-13183618:+	13183568	NA	NA
34152	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13183522-13183621:-	13183572	NA	NA
34153	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13183587-13183686:+	13183636	NA	NA
34154	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13183726-13183825:-	13183776	NA	NA
34155	EKO-NALM6_PMID29038160	HNRNPCL2	chr1:13183787-13183886:+	13183836	NA	NA
34156	EKO-NALM6_PMID29038160	LOC645354	chr1:13197120-13197219:+	13197169	NA	NA
34157	EKO-NALM6_PMID29038160	LOC645354	chr1:13197241-13197340:+	13197290	NA	NA
34158	EKO-NALM6_PMID29038160	LOC649324	chr1:13197261-13197360:+	13197310	NA	NA
34159	EKO-NALM6_PMID29038160	LOC649324	chr1:13197268-13197367:-	13197318	NA	NA
34160	EKO-NALM6_PMID29038160	LOC649324	chr1:13197364-13197463:+	13197413	NA	NA
34161	EKO-NALM6_PMID29038160	LOC649324	chr1:13197368-13197467:-	13197418	NA	NA
34162	EKO-NALM6_PMID29038160	LOC645354	chr1:13197402-13197501:+	13197451	NA	NA
34163	EKO-NALM6_PMID29038160	LOC649324	chr1:13197407-13197506:-	13197457	NA	NA
34164	EKO-NALM6_PMID29038160	LOC649324	chr1:13197452-13197551:+	13197501	NA	NA
34165	EKO-NALM6_PMID29038160	LOC645354	chr1:13197455-13197554:-	13197505	NA	NA
34166	EKO-NALM6_PMID29038160	LOC645354	chr1:13197467-13197566:-	13197517	NA	NA
34198	EKO-NALM6_PMID29038160	PRAMEF27	chr1:13366370-13366469:-	13366420	PRAMEF5	chr1:13364890-13368732:+
34200	EKO-NALM6_PMID29038160	PRAMEF25	chr1:13368518-13368617:+	13368567	PRAMEF5	chr1:13364890-13368732:+
34202	EKO-NALM6_PMID29038160	PRAMEF25	chr1:13368576-13368675:+	13368625	PRAMEF5	chr1:13364890-13368732:+
34234	EKO-NALM6_PMID29038160	PRAMEF27	chr1:13644762-13644861:+	13644811	PRAMEF15	chr1:13644799-13648655:+
34247	EKO-NALM6_PMID29038160	PRAMEF27	chr1:13645926-13646025:-	13645976	PRAMEF15	chr1:13644799-13648655:+
34251	EKO-NALM6_PMID29038160	PRAMEF27	chr1:13648426-13648525:-	13648476	PRAMEF15	chr1:13644799-13648655:+
34376	EKO-NALM6_PMID29038160	C1orf195	chr1:15490891-15490990:-	15490941	NA	NA
34377	EKO-NALM6_PMID29038160	C1orf195	chr1:15495050-15495149:+	15495099	NA	NA
34378	EKO-NALM6_PMID29038160	C1orf195	chr1:15495062-15495161:-	15495112	NA	NA
34379	EKO-NALM6_PMID29038160	C1orf195	chr1:15495083-15495182:-	15495133	NA	NA
34380	EKO-NALM6_PMID29038160	C1orf195	chr1:15495211-15495310:+	15495260	NA	NA
34381	EKO-NALM6_PMID29038160	C1orf195	chr1:15495212-15495311:-	15495262	NA	NA
34382	EKO-NALM6_PMID29038160	C1orf195	chr1:15497638-15497737:-	15497688	NA	NA
34383	EKO-NALM6_PMID29038160	C1orf195	chr1:15497667-15497766:+	15497716	NA	NA
34384	EKO-NALM6_PMID29038160	C1orf195	chr1:15497669-15497768:-	15497719	NA	NA
34385	EKO-NALM6_PMID29038160	C1orf195	chr1:15497716-15497815:+	15497765	NA	NA
34535	EKO-NALM6_PMID29038160	RPS16P1	chr1:16154684-16154783:+	16154733	NA	NA
34536	EKO-NALM6_PMID29038160	RPS16P1	chr1:16154705-16154804:+	16154754	NA	NA
34537	EKO-NALM6_PMID29038160	RPS16P1	chr1:16154789-16154888:+	16154838	NA	NA
34538	EKO-NALM6_PMID29038160	RPS16P1	chr1:16154794-16154893:-	16154844	NA	NA
34539	EKO-NALM6_PMID29038160	RPS16P1	chr1:16154828-16154927:+	16154877	NA	NA
34540	EKO-NALM6_PMID29038160	RPS16P1	chr1:16154857-16154956:+	16154906	NA	NA
34541	EKO-NALM6_PMID29038160	RPS16P1	chr1:16154898-16154997:+	16154947	NA	NA
34542	EKO-NALM6_PMID29038160	RPS16P1	chr1:16154978-16155077:+	16155027	NA	NA
34543	EKO-NALM6_PMID29038160	RPS16P1	chr1:16155036-16155135:-	16155086	NA	NA
34544	EKO-NALM6_PMID29038160	RPS16P1	chr1:16155084-16155183:-	16155134	NA	NA
34604	EKO-NALM6_PMID29038160	LOC440568	chr1:16364578-16364677:+	16364627	NA	NA
34605	EKO-NALM6_PMID29038160	LOC440568	chr1:16365208-16365307:+	16365257	NA	NA
34606	EKO-NALM6_PMID29038160	LOC440568	chr1:16365213-16365312:-	16365263	NA	NA
34607	EKO-NALM6_PMID29038160	LOC440568	chr1:16365248-16365347:-	16365298	NA	NA
34608	EKO-NALM6_PMID29038160	LOC440568	chr1:16365263-16365362:-	16365313	NA	NA
34609	EKO-NALM6_PMID29038160	LOC440568	chr1:16366060-16366159:+	16366109	NA	NA
34610	EKO-NALM6_PMID29038160	LOC440568	chr1:16366105-16366204:+	16366154	NA	NA
34611	EKO-NALM6_PMID29038160	LOC440568	chr1:16366120-16366219:+	16366169	NA	NA
34612	EKO-NALM6_PMID29038160	LOC440568	chr1:16366166-16366265:+	16366215	NA	NA
34613	EKO-NALM6_PMID29038160	LOC440568	chr1:16366183-16366282:-	16366233	NA	NA
34654	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555329-16555428:-	16555379	NA	NA
34655	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555337-16555436:-	16555387	NA	NA
34656	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555340-16555439:-	16555390	NA	NA
34657	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555388-16555487:-	16555438	NA	NA
34658	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555394-16555493:-	16555444	NA	NA
34659	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555409-16555508:+	16555458	NA	NA
34660	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555411-16555510:-	16555461	NA	NA
34661	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555412-16555511:+	16555461	NA	NA
34662	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555429-16555528:-	16555479	NA	NA
34663	EKO-NALM6_PMID29038160	ENSG00000204377	chr1:16555969-16556068:+	16556018	NA	NA
34674	EKO-NALM6_PMID29038160	LOC645652	chr1:16569217-16569316:+	16569266	NA	NA
34675	EKO-NALM6_PMID29038160	LOC645652	chr1:16569232-16569331:+	16569281	NA	NA
34676	EKO-NALM6_PMID29038160	LOC645652	chr1:16569254-16569353:+	16569303	NA	NA
34677	EKO-NALM6_PMID29038160	LOC645652	chr1:16569273-16569372:+	16569322	NA	NA
34678	EKO-NALM6_PMID29038160	LOC645652	chr1:16569293-16569392:+	16569342	NA	NA
34679	EKO-NALM6_PMID29038160	LOC645652	chr1:16569325-16569424:+	16569374	NA	NA
34680	EKO-NALM6_PMID29038160	LOC645652	chr1:16569344-16569443:+	16569393	NA	NA
34681	EKO-NALM6_PMID29038160	LOC645652	chr1:16569350-16569449:-	16569400	NA	NA
34682	EKO-NALM6_PMID29038160	LOC645652	chr1:16569389-16569488:+	16569438	NA	NA
34683	EKO-NALM6_PMID29038160	LOC645652	chr1:16569419-16569518:-	16569469	NA	NA
34722	EKO-NALM6_PMID29038160	CROCCP3	chr1:16802335-16802434:-	16802385	NA	NA
34723	EKO-NALM6_PMID29038160	CROCCP3	chr1:16802356-16802455:-	16802406	NA	NA
34724	EKO-NALM6_PMID29038160	CROCCP3	chr1:16802392-16802491:-	16802442	NA	NA
34725	EKO-NALM6_PMID29038160	CROCCP3	chr1:16812061-16812160:-	16812111	NA	NA
34726	EKO-NALM6_PMID29038160	CROCCP3	chr1:16816179-16816278:-	16816229	NA	NA
34727	EKO-NALM6_PMID29038160	CROCCP3	chr1:16817110-16817209:-	16817160	NA	NA
34728	EKO-NALM6_PMID29038160	CROCCP3	chr1:16817140-16817239:-	16817190	NA	NA
34729	EKO-NALM6_PMID29038160	CROCCP3	chr1:16817182-16817281:-	16817232	NA	NA
34730	EKO-NALM6_PMID29038160	CROCCP3	chr1:16817329-16817428:-	16817379	NA	NA
34731	EKO-NALM6_PMID29038160	CROCCP3	chr1:16825653-16825752:-	16825703	NA	NA
34732	EKO-NALM6_PMID29038160	LOC100132147	chr1:16860543-16860642:-	16860593	NA	NA
34733	EKO-NALM6_PMID29038160	LOC100132147	chr1:16860658-16860757:-	16860708	NA	NA
34734	EKO-NALM6_PMID29038160	LOC100132147	chr1:16860687-16860786:+	16860736	NA	NA
34735	EKO-NALM6_PMID29038160	LOC100132147	chr1:16860955-16861054:+	16861004	NA	NA
34736	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862291-16862390:-	16862341	NA	NA
34737	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862342-16862441:-	16862392	NA	NA
34738	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862372-16862471:+	16862421	NA	NA
34739	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862434-16862533:+	16862483	NA	NA
34740	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862464-16862563:-	16862514	NA	NA
34741	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862507-16862606:+	16862556	NA	NA
34742	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862510-16862609:-	16862560	NA	NA
34743	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862545-16862644:+	16862594	NA	NA
34744	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862547-16862646:-	16862597	NA	NA
34745	EKO-NALM6_PMID29038160	LOC100288669	chr1:16862585-16862684:-	16862635	NA	NA
34746	EKO-NALM6_PMID29038160	LOC100132147	chr1:16863008-16863107:+	16863057	NA	NA
34747	EKO-NALM6_PMID29038160	LOC100132147	chr1:16863125-16863224:+	16863174	NA	NA
34748	EKO-NALM6_PMID29038160	LOC100132147	chr1:16863156-16863255:-	16863206	NA	NA
34749	EKO-NALM6_PMID29038160	LOC100132147	chr1:16863190-16863289:+	16863239	NA	NA
34750	EKO-NALM6_PMID29038160	LOC100132147	chr1:16863208-16863307:+	16863257	NA	NA
34751	EKO-NALM6_PMID29038160	LOC100132147	chr1:16863295-16863394:-	16863345	NA	NA
34752	EKO-NALM6_PMID29038160	FAM231B	chr1:16865693-16865792:+	16865742	NA	NA
34753	EKO-NALM6_PMID29038160	FAM231B	chr1:16865710-16865809:+	16865759	NA	NA
34754	EKO-NALM6_PMID29038160	FAM231B	chr1:16865735-16865834:+	16865784	NA	NA
34755	EKO-NALM6_PMID29038160	FAM231B	chr1:16865819-16865918:+	16865868	NA	NA
34756	EKO-NALM6_PMID29038160	FAM231B	chr1:16865821-16865920:-	16865871	NA	NA
34757	EKO-NALM6_PMID29038160	FAM231B	chr1:16865863-16865962:-	16865913	NA	NA
34758	EKO-NALM6_PMID29038160	FAM231B	chr1:16865892-16865991:-	16865942	NA	NA
34759	EKO-NALM6_PMID29038160	FAM231B	chr1:16865921-16866020:-	16865971	NA	NA
34760	EKO-NALM6_PMID29038160	FAM231B	chr1:16865947-16866046:-	16865997	NA	NA
34761	EKO-NALM6_PMID29038160	FAM231B	chr1:16866010-16866109:+	16866059	NA	NA
34762	EKO-NALM6_PMID29038160	NBPF1	chr1:16890426-16890525:-	16890476	NA	NA
34763	EKO-NALM6_PMID29038160	NBPF1	chr1:16890468-16890567:-	16890518	NA	NA
34764	EKO-NALM6_PMID29038160	NBPF1	chr1:16890612-16890711:-	16890662	NA	NA
34765	EKO-NALM6_PMID29038160	NBPF1	chr1:16890629-16890728:-	16890679	NA	NA
34766	EKO-NALM6_PMID29038160	NBPF1	chr1:16893718-16893817:+	16893767	NA	NA
34767	EKO-NALM6_PMID29038160	NBPF1	chr1:16895523-16895622:-	16895573	NA	NA
34768	EKO-NALM6_PMID29038160	NBPF1	chr1:16895577-16895676:-	16895627	NA	NA
34769	EKO-NALM6_PMID29038160	NBPF1	chr1:16901130-16901229:-	16901180	NA	NA
34770	EKO-NALM6_PMID29038160	NBPF1	chr1:16902844-16902943:+	16902893	NA	NA
34771	EKO-NALM6_PMID29038160	NBPF1	chr1:16918449-16918548:-	16918499	NA	NA
34772	EKO-NALM6_PMID29038160	CROCCP2	chr1:16954941-16955040:-	16954991	NA	NA
34773	EKO-NALM6_PMID29038160	CROCCP2	chr1:16954962-16955061:-	16955012	NA	NA
34774	EKO-NALM6_PMID29038160	CROCCP2	chr1:16954990-16955089:-	16955040	NA	NA
34775	EKO-NALM6_PMID29038160	CROCCP2	chr1:16955010-16955109:-	16955060	NA	NA
34776	EKO-NALM6_PMID29038160	CROCCP2	chr1:16955037-16955136:-	16955087	NA	NA
34777	EKO-NALM6_PMID29038160	CROCCP2	chr1:16957495-16957594:-	16957545	NA	NA
34778	EKO-NALM6_PMID29038160	CROCCP2	chr1:16957535-16957634:-	16957585	NA	NA
34779	EKO-NALM6_PMID29038160	CROCCP2	chr1:16958002-16958101:-	16958052	NA	NA
34780	EKO-NALM6_PMID29038160	CROCCP2	chr1:16958739-16958838:+	16958788	NA	NA
34781	EKO-NALM6_PMID29038160	CROCCP2	chr1:16958752-16958851:-	16958802	NA	NA
34782	EKO-NALM6_PMID29038160	MST1P2	chr1:16973123-16973222:+	16973172	NA	NA
34783	EKO-NALM6_PMID29038160	MST1P2	chr1:16973345-16973444:+	16973394	NA	NA
34784	EKO-NALM6_PMID29038160	MST1P2	chr1:16973536-16973635:+	16973585	NA	NA
34785	EKO-NALM6_PMID29038160	MST1P2	chr1:16974320-16974419:+	16974369	NA	NA
34786	EKO-NALM6_PMID29038160	MST1P2	chr1:16974322-16974421:-	16974372	NA	NA
34787	EKO-NALM6_PMID29038160	MST1P2	chr1:16974591-16974690:+	16974640	NA	NA
34788	EKO-NALM6_PMID29038160	MST1P2	chr1:16974814-16974913:+	16974863	NA	NA
34789	EKO-NALM6_PMID29038160	MST1P2	chr1:16974817-16974916:-	16974867	NA	NA
34790	EKO-NALM6_PMID29038160	MST1P2	chr1:16974853-16974952:+	16974902	NA	NA
34791	EKO-NALM6_PMID29038160	RNU1	chr1:16983273-16983372:+	16983322	NA	NA
34792	EKO-NALM6_PMID29038160	RNU1	chr1:16983297-16983396:-	16983347	NA	NA
34793	EKO-NALM6_PMID29038160	RNU1	chr1:16983324-16983423:-	16983374	NA	NA
34794	EKO-NALM6_PMID29038160	RNU1	chr1:16983342-16983441:-	16983392	NA	NA
34795	EKO-NALM6_PMID29038160	RNU1	chr1:16983360-16983459:-	16983410	NA	NA
34796	EKO-NALM6_PMID29038160	RNU1	chr1:16983378-16983477:-	16983428	NA	NA
34797	EKO-NALM6_PMID29038160	RNU1	chr1:16993519-16993618:+	16993568	NA	NA
34798	EKO-NALM6_PMID29038160	RNU1	chr1:16993525-16993624:-	16993575	NA	NA
34799	EKO-NALM6_PMID29038160	RNU1	chr1:16993545-16993644:-	16993595	NA	NA
34800	EKO-NALM6_PMID29038160	RNU1	chr1:16993627-16993726:-	16993677	NA	NA
34801	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17012194-17012293:-	17012244	NA	NA
34802	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17012253-17012352:+	17012302	NA	NA
34803	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17012395-17012494:-	17012445	NA	NA
34804	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17012481-17012580:-	17012531	NA	NA
34805	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17012630-17012729:+	17012679	NA	NA
34806	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17012655-17012754:-	17012705	NA	NA
34807	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17012701-17012800:+	17012750	NA	NA
34808	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17012728-17012827:+	17012777	NA	NA
34809	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17013089-17013188:-	17013139	NA	NA
34810	EKO-NALM6_PMID29038160	EIF1AXP1	chr1:17013117-17013216:-	17013167	NA	NA
34811	EKO-NALM6_PMID29038160	ESPNP	chr1:17026309-17026408:-	17026359	NA	NA
34812	EKO-NALM6_PMID29038160	ESPNP	chr1:17032734-17032833:-	17032784	NA	NA
34813	EKO-NALM6_PMID29038160	ESPNP	chr1:17033898-17033997:-	17033948	NA	NA
34814	EKO-NALM6_PMID29038160	ESPNP	chr1:17034036-17034135:+	17034085	NA	NA
34815	EKO-NALM6_PMID29038160	ESPNP	chr1:17034090-17034189:+	17034139	NA	NA
34816	EKO-NALM6_PMID29038160	ESPNP	chr1:17034118-17034217:+	17034167	NA	NA
34817	EKO-NALM6_PMID29038160	ESPNP	chr1:17034145-17034244:-	17034195	NA	NA
34818	EKO-NALM6_PMID29038160	ESPNP	chr1:17034356-17034455:+	17034405	NA	NA
34819	EKO-NALM6_PMID29038160	ESPNP	chr1:17034357-17034456:-	17034407	NA	NA
34820	EKO-NALM6_PMID29038160	ESPNP	chr1:17034426-17034525:-	17034476	NA	NA
34821	EKO-NALM6_PMID29038160	FAM231C	chr1:17060400-17060499:-	17060450	NA	NA
34822	EKO-NALM6_PMID29038160	FAM231C	chr1:17060416-17060515:-	17060466	NA	NA
34823	EKO-NALM6_PMID29038160	FAM231A	chr1:17060471-17060570:+	17060520	NA	NA
34824	EKO-NALM6_PMID29038160	FAM231A	chr1:17060491-17060590:+	17060540	NA	NA
34825	EKO-NALM6_PMID29038160	FAM231C	chr1:17060597-17060696:+	17060646	NA	NA
34826	EKO-NALM6_PMID29038160	FAM231C	chr1:17060599-17060698:-	17060649	NA	NA
34827	EKO-NALM6_PMID29038160	FAM231C	chr1:17060617-17060716:-	17060667	NA	NA
34828	EKO-NALM6_PMID29038160	FAM231A	chr1:17060670-17060769:-	17060720	NA	NA
34829	EKO-NALM6_PMID29038160	FAM231C	chr1:17060731-17060830:-	17060781	NA	NA
34830	EKO-NALM6_PMID29038160	FAM231A	chr1:17060735-17060834:-	17060785	NA	NA
34831	EKO-NALM6_PMID29038160	FAM231A	chr1:17060903-17061002:+	17060952	NA	NA
34832	EKO-NALM6_PMID29038160	MST1L	chr1:17083758-17083857:-	17083808	NA	NA
34833	EKO-NALM6_PMID29038160	MST1L	chr1:17084067-17084166:+	17084116	NA	NA
34834	EKO-NALM6_PMID29038160	MST1L	chr1:17084260-17084359:-	17084310	NA	NA
34835	EKO-NALM6_PMID29038160	MST1L	chr1:17085771-17085870:+	17085820	NA	NA
